Message,Extracted,Expected
INR 2000 debited A/c 2533 ATM ATMD/SPCN5201/CHANDIGARH/23:11 Bal 533636.1707-04-2022 23:11:57. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2000,nan
One Time verification code 358236.AkHA4lzFwHZ - Future Group,3582364,358236
One Time verification code 2825.AkHA4lzFwHZ - Future Group,28254,2825
CITYKART Shopping Alert Apka Rs500 Ka FREE Coupon Expire Hone Wala HaiJALDI KIJIYE Bache Hai Sirf 3 DinValid:15April Cpn Code:04032PSUJM5 TC -CITYKART,040325,nan
SHARE OTP ANYONE. BAJAJ FINSERV EMPLOYEE CALL ASK OTP. login enter 552214. Call 020-39574200 requested you.,nan,552214
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 224570 2.5 CR Entry Fees - Win -,63065557,nan
SHARE OTP ANYONE. BAJAJ FINSERV EMPLOYEE CALL ASK OTP. login enter 774544. Call 020-39574200 requested you.,nan,774544
"SALARY 25000/- to 45000/- Per Month SIMPLE TYPING JOB DATA ENTRY,HAND WRITING WORK & MOBILE WORK Male/Female. Details Call Suhani 8882326925",25000,nan
INR 2000 debited A/c 2533 ATM ATMD/SPCN5201/CHANDIGARH/23:11 Bal 42858.1707-04-2022 23:11:57. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2000,nan
OTP adding BANK BARODA account number 981 beneficiary fund transfer 695736. Please share OTP confidential. :PPBL,nan,695736
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 285890 2.5 CR Entry Fees - Win -,63529880,nan
"Ecom Express Executive 08046809000 PIN 64520 will deliver your ONLINE order 9111987521. Pay Rs 408.0(CASH,UPI,Payment Link). Code to refuse is 535922",64520,535922
"Ecom Express Executive 08046809000 PIN 75728 will deliver your ONLINE order 9120742910. Pay Rs 283.0(CASH,UPI,Payment Link). Code to refuse is 136376",75728,136376
"Ecom Express Executive 08046809000 PIN 08724 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 373487",08724,373487
Arriving Today: Imran order partner 914461710281 PIN 6373. Track opt contactless //track/25AEBB10A6112196BB637BB3271CEB43/Fwd/ .Please share delivery code 1976 delivery partner confirmation status. - Shadowfax,6373,1976
Ecom Express Executive 08046809000 PIN 37225 will deliver your https://shopee/ AWB 9116374275 today. Rs 105.0 payable. Delivery code 557210,37225,557210
"Ecom Express Executive 08046809000 PIN 55435 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 845847",55435,845847
Shadowfax rider 914461710281 PIN 1771 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 3522 Visit https://tracker.shadowfax.in,1771,3522
Shadowfax rider 914461710281 PIN 6826 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 1383 Visit https://tracker.shadowfax.in,6826,1383
Dear Customer OTP One Time Password Debit Card PIN set request 365929. Please disclose anyone - Bank Baroda,nan,365929
Dear Customer OTP One Time Password Debit Card PIN set request 384846. Please disclose anyone - Bank Baroda,nan,384846
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 620392 2.5CR Entry Fees - Win -,63065557,nan
SHARE OTP ANYONE. BAJAJ FINSERV EMPLOYEE CALL ASK OTP. login enter 580724. Call 020-39574200 requested you.,nan,580724
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 893429 2.5 CR Entry Fees - Win -,63529880,nan
Arriving Today: Imran order partner 914461710281 PIN 8683. Track opt contactless //track/25AEBB10A6112196BB637BB3271CEB43/Fwd/ .Please share delivery code 7720 delivery partner confirmation status. - Shadowfax,8683,7720
"Ecom Express Executive 08046809000 PIN 27427 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 969953",27427,969953
"Ecom Express Executive 08046809000 PIN 95362 will deliver your Flipkart order 8694021098. Pay Rs 129.0(CASH,UPI,Payment Link). Code to refuse is 652656",95362,652656
"Ecom Express Executive 08046809000 PIN 93313 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 780113",93313,780113
"Ecom Express Executive 08046809000 PIN 05013 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 354301",05013,354301
"Ecom Express Executive 08046809000 PIN 41310 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 957072",41310,957072
Arriving Today: Srinu order partner 914071153148 PIN 5985. Track opt contactless /zwyJan .Please share delivery code 281353 delivery partner confirmation status. - Shadowfax,5985,281353
"Ecom Express Executive 08046809000 PIN 5233 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 742029",5233,742029
"Ecom Express Executive 08046809000 PIN 22128 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 282020",22128,282020
"Ecom Express Executive 08046809000 PIN 34825 will deliver your ONLINE order 9163957923. Pay Rs 152.0(CASH,UPI,Payment Link). Code to refuse is 106593",34825,106593
Arriving Today: Srinu order partner 914071153148 PIN 7932. Track opt contactless /zwyJan .Please share delivery code 2326 delivery partner confirmation status. - Shadowfax,7932,2326
Arriving Today: Your Imran order with partner 914461710281 PIN 6373. Track and opt for contactless delivery:https://tracker.shadowfax.in/#/track/25AEBB10A6112196BB637BB3271CEB43/Fwd/ .Please share the delivery code 1976 with the delivery partner for confirmation on status. - Shadowfax,6373,1976
"Ecom Express Executive 08046809000 PIN 95734 will deliver your Flipkart order 8694021098. Pay Rs 129.0(CASH,UPI,Payment Link). Code to refuse is 669228",95734,669228
"Ecom Express Executive 08046809000 PIN 52920 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 819340",52920,819340
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDWE35ZY3103 Valid till Mar 31 Rush Now.T&C",353103,nan
Dear Customer OTP KBL Bank cardless withdrawal amount 100 249080. Plz dont share anyone fraudster may call get number. -Karnataka Bank,nan,249080
Ecom Express Executive 08046809000 PIN 356394 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,356394,652656
Ecom Express Executive 08046809000 PIN 411772 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,411772,652656
Ecom Express Executive 08046809000 PIN 251795 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 669228,251795,669228
Ecom Express Executive 08046809000 PIN 149683 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 159297,149683,159297
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 894359,95362,894359
Ecom Express Executive 08046809000 PIN 95734 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 669228,95734,669228
Security code Slot Booking/Cancellation Application: 900793,nan,900793
"Ecom Express Executive 08046809000 PIN 21214 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 338128",21214,338128
Ecom Express Executive 08046809000 PIN 00627 will deliver your https://shopee/ AWB 9081429253 today. Rs 232.0 payable. Delivery code 580787,00627,580787
OTP adding BANK BARODA account number 981 beneficiary fund transfer 348195. Please share OTP confidential. :PPBL,nan,348195
OTP adding BANK BARODA account number 981 beneficiary fund transfer 342224. Please share OTP confidential. :PPBL,nan,342224
"MPIN changed successfully @CANDI on 13-Apr-2022 at 21:53:35. If not you, send SUSPECT to 56161. Helpline 18004250018.-Canara Bank.",132022,nan
Security code Slot Booking/Cancellation Application: 128085,nan,128085
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 25000000 2.5 CR Entry Fees - Win -,63065557,nan
Dear Customer OTP login SBI Internet bankingPersonal 158542. share anyone. -SBI,nan,158542
Dear Customer OTP login SBI Internet bankingPersonal 177871. share anyone. -SBI,nan,177871
OTP adding BANK BARODA account number 981 beneficiary fund transfer 235186. Please share OTP confidential. :PPBL,nan,235186
"Hi Sp davawala,


As you were looking for a price offer on your 2018 Maruti Suzuki Eeco with SellRight, we'd like you to know that you can avail of your FREE DOORSTEP EVALUATION whenever you like. All you need to do is click here - weurl.co/ika5f4


SellRight by Spinny",2018,nan
Security code Slot Booking/Cancellation Application: 149461,nan,149461
OTP adding BANK BARODA account number 981 beneficiary fund transfer 198360. Please share OTP confidential. :PPBL,nan,198360
OTP adding BANK BARODA account number 981 beneficiary fund transfer 266800. Please share OTP confidential. :PPBL,nan,266800
OTP adding BANK BARODA account number 981 beneficiary fund transfer 140280. Please share OTP confidential. :PPBL,nan,140280
OTP adding BANK BARODA account number 981 beneficiary fund transfer 599954. Please share OTP confidential. :PPBL,nan,599954
Security code Slot Booking/Cancellation Application: 912109,nan,912109
Security code Slot Booking/Cancellation Application: 832752,nan,832752
Security code Slot Booking/Cancellation Application: 300265,nan,300265
Hi proceed request enjoy Airtel Black benefits please share 842403 confirmation code Airtel representative. TC,nan,842403
Hi proceed request enjoy Airtel Black benefits please share 620628 confirmation code Airtel representative. TC,nan,620628
OTP adding BANK BARODA account number 981 beneficiary fund transfer 251079. Please share OTP confidential. :PPBL,nan,251079
Hi proceed request enjoy Airtel Black benefits please share 532177 confirmation code Airtel representative. TC,nan,532177
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 174). Keep the product ready with all accessories and tags for verification.",33000,nan
FB-180952 Facebook confirmation code 53158,53158,180952
"IPL Fiesta is back! Refresh Wardrobe with your Favourite Jersey colors from PETER ENGLAND Spring Collection! Also, Get FREE Rs.2000 shopping on purchase of Rs.6999 at TIRUCHIRAPPALLI Store. Valid till 31Mar.T&C.",2000,nan
FB-696456 Facebook confirmation code 53158,53158,696456
OTP adding BANK BARODA account number 981 beneficiary fund transfer 430350. Please share OTP confidential. :PPBL,nan,430350
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 129). Keep the product ready with all accessories and tags for verification.",33000,nan
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 142). Keep the product ready with all accessories and tags for verification.",33000,nan
Go Easy this Holi at Spar-Easybuy! Celebrate in style with family starting just Rs129. Get Home Centre 4 Pc Set @ 249 on shopping of 2999. bit.ly/37nfFG4 TC,2999,nan
SHARE OTP ANYONE. BAJAJ FINSERV EMPLOYEE CALL ASK OTP. login enter 119668. Call 020-39574200 requested you.,nan,119668
"Dear Customer,
Daily Deals
@VISHAL MEGAMART

Mon-Almond1kg-at629
Tue-Shampoo-at40%OFF
Wed-SpinMopMrp1350-at449
Thu-VIPTrolley Mrp6495-at2599
Unsub +918067006167",1350449,nan
"Out for Delivery:ORENICS 33000 mAh Powe... with tracking ID FMPC1815302951, will be delivered between 01:30PM - 05:30PM today by an EKART Service Partner (call 09174003000, PIN 286). Please pay Rs.550.0 by cash..",33000,nan
"Raman, end 2021 on a good note
Buy 3, Get 20% Off | Buy 2, Get 15% Off
Free Shipping @ Year End Sale
http://smsd.in/buEM555B0",2021,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-03-14 14.22.16. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,142216,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDDLQXJ73103 Valid till Mar 31 Rush Now.T&C",73103,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDNW2NTY3105 Valid till 31 May Rush Now.T&C",23105,nan
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard r1t.in/7875313460/a",5000,nan
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/XZ9zq0 CCARDD",5000,nan
"Dear 7875XXXX60, WIN upto Rs 25 Lakhs! Spin the Jackpot & Win a Bullet Bike, Sachin's Signed Bat & much more only on Paytm First Games. m.paytm.me/fjk T&C",787560,nan
"Out for Delivery:LOIS CARON LCS-8188 BL... with tracking ID FMPC1761232888, will be delivered today by an EKART Service Partner (call 04440114101, PIN 172). Please pay Rs.329.0 by cash..",8188,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-03-30 13.41.28. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,134128,nan
Citykart mein apki shopping hogi ab aur bhi Dhamakedaar! Paaye FREE Rs.500 Ki Shopping Rs.1000 ki khareed par. Cpn 04032PSUJM5 - CityKart T&C* -CITYKART,1000,nan
Haven't picked your Wedding outfit yet? PETER ENGLAND has got your back. Fresh Summer Collection just dropped at our Trichurapalli Store. Visit NOW and avail FREE Rs.2000 shopping on purchase of Rs.6999. Valid till 30 Apr.TC.,6999,nan
TRENDS Special Offer!Get Rs500 OFF on Latest Merchandise on shopping of Rs1250 @stores open with highest safety standards.Use Code TRNDDG24XR3011 til 28 Nov.T&C,243011,nan
"Out for Pickup: KUBRA KB-2028 Cordless... with tracking ID FMPR0276874629 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 07529054000, PIN 108). Keep the product ready with all accessories and tags for verification.",2028,nan
"Dear SBI Customer, transaction dated 29-Apr-22 15:19:25 through card ending 8981 has been declined due to PIN TRIES EXCEEDED.",2922,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRND2PLHSE3103 Valid till Mar 31 Rush Now.T&C",23103,nan
"Dear 6352XXXX89, WIN upto Rs 25 Lakhs! Spin the Jackpot & Win a Bullet Bike, Sachin's Signed Bat & much more only on Paytm First Games. m.paytm.me/fjk T&C",635289,nan
"Dear SBI Customer, transaction dated 29-Apr-22 15:23:25 through card ending 8981 has been declined due to PIN TRIES EXCEEDED.",2922,nan
INR 320 debited A/c 2533 ATM POS/84572793/22:19:18/21032290 Bal 692976.6713-04-2022 22:19:21. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
"UPI txn of Rs.100.00 thru A/C XX1525 on 23-3-22 at 01:40:58 to Gajanand Infotech failed due to WRONG UPI PIN. If not you, SMS BLOCKUPI to 9901771222-Canara Bank",10000,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRND88SIV53103 Valid till Mar 31 Rush Now.T&C",8853103,nan
PSB000000000273008 A/c 378052 Credited Rs 191-- MOBILE Cr-IMPS :P2A/918020110872063/GOOGLEINDIADIGITAL CLR BAL 33327.59CR16-07-2021 00:23:58-PunjabSind Bank,378052,nan
"Dear 7807XXXX29, WIN upto Rs 25 Lakhs! Spin the Jackpot & Win a Bullet Bike, Sachin's Signed Bat & much more only on Paytm First Games. m.paytm.me/fjk T&C",780729,nan
OTP 915018.Ref.ID-67115886Dated 08/11/2020 08:55. DISCLOSE OTP ANYONE MEANS. UPI transaction use,0855,915018
- Never share OTP. OTP link Paytm Account Zomato: 738241. Report -,nan,738241
735668 winners Rs 12L cashback month turn winner Use Finserv MARKETS UPI win cashback rewards weekly,735668,nan
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/UXokOt CCARDD",5000,nan
"Dear Srinu ,
We miss you at MAX Fashion!
Get Rs500 OFF on Shopping of Rs2499 on MaxFashion.in
Usecode: GET500 , Shop now at bit.ly/32XUp46 TnC",2499,nan
- Never share OTP. OTP link Paytm Account Zomato: 455539. Report -,nan,455539
Dear Customer OTP login SBI Internet bankingPersonal 773016. share anyone. -SBI,nan,773016
Dear Customer OTP login SBI Internet bankingPersonal 59898936. share anyone. -SBI,nan,59898936
Dear Customer OTP login SBI Internet bankingPersonal 10728468. share anyone. -SBI,nan,10728468
"Out for Pickup: KUBRA KB-2028 Cordless... with tracking ID FMPR0276874629 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 07529054000, PIN 248). Keep the product ready with all accessories and tags for verification.",2028,nan
"Groom or Guest, we promise to make you look the Best, this wedding season with our PETER ENGLAND Ceremonial Collection. Shop from our latest range of Suits & Blazers and avail FREE Rs.2000 shopping on purchase of Rs.6999 only at Trichurapalli Store. Valid till 30 Apr. TC.",2000,nan
PSB000000000273008 A/c 233886 Credited Rs 191-- MOBILE Cr-IMPS :P2A/918020110872063/GOOGLEINDIADIGITAL CLR BAL 33327.59CR16-07-2021 00:23:58-PunjabSind Bank,233886,nan
otp for IDBI Bank Card PIN generation is 769490 and Req ID: 47640. otp is Valid till 16/04/22 14:47:01. Don't disclose otp to anyone. Call 1800226999 if not requested by you,47640,769490
INR 320 debited A/c 2533 ATM POS/84572793/22:19:18/21032290 Bal 40596.6713-04-2022 22:19:21. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
INR 130 debited A/c 2533 ATM POS/5P631283/22:57:46/20972294 Bal 382679.1707-04-2022 22:57:46. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
INR 130 debited A/c 2533 ATM POS/5P631283/22:57:46/20972294 Bal 44858.1707-04-2022 22:57:46. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
"Dear Customer,
1IndiaFamilyMart brings FRESH SUMMER OFFER!
Free Shopping of Rs.1000 on Shopping of Rs.1000.
Offer valid on fresh stock.
T&C Apply",1000,nan
"Dear 63805692XX,
Open Axis ASAP Savings/Cashback Account.
Get up to 15 %* cashback on Flipkart & Amazon shopping.
Click http://p2x.in/4VxCLL TIS",63805692,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDIBF1E53004 Valid till Apr 30 Rush Now.T&C",153004,nan
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4388 is Eight Five Seven Two. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO ! www.yonosbi.com.-SBI,4388,nan
"Dear 9823XXXX59, WIN upto Rs 25 Lakhs! Spin the Jackpot & Win a Bullet Bike, Sachin's Signed Bat & much more only on Paytm First Games. m.paytm.me/fjk T&C",982359,nan
"UPI PIN is set for your Paytm Payments Bank a/c 91XXXXXXXX61. If you have not initiated this request, contact us on 01204456456 immediately :PPBL",9161,nan
"Dear Customer,TRENDS SPECIAL OFFER! Earn 7X ROne Loyalty points on shopping of Rs.1999. Get 10X points on shopping of Rs2999. Valid Till April 30. T&C",2999,nan
"You have successfully set UPI PIN for a/c s XXXXXX3983 linked to Cust ID XXXXX5372. If it's not you, call 18002584455 immediately - Bank of Baroda",3983,nan
- Never share OTP. OTP link Paytm Account Airtel: 823689. Report -,nan,823689
- Never share OTP. OTP link Paytm Account Dream 11: 906315. Report -,nan,906315
- Never share OTP. OTP link Paytm Account Airtel: 376823. Report -,nan,376823
- Never share OTP. OTP link Paytm Account Airtel: 456835. Report -,nan,456835
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/LBSwJe CCARDD",5000,nan
- Never share OTP. OTP link Paytm Account Airtel: 806849. Report -,nan,806849
PSB000000000273008 A/c 2045 Credited Rs 191-- MOBILE Cr-IMPS :P2A/918020110872063/GOOGLEINDIADIGITAL CLR BAL 33327.59CR16-07-2021 00:23:58-PunjabSind Bank,2045,nan
"Dear SBI customer, your transaction at POS 35R07020 has been declined due to incorrect PIN. Please enter the correct PIN.",3507020,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-05-07 11.08.39. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,110839,nan
- Never share OTP. OTP link Paytm Account Swiggy: 402578. Report -,nan,402578
Shadowfax rider 914461710281 PIN 7119 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 8195 Visit https://tracker.shadowfax.in,7119,8195
"Ecom Express Executive 08046809000 PIN 44038 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 965533",44038,965533
"Dear Rajesh Kumar Goswami, Thanks for shopping at SADANA ELECTRIC STORES, your invoice no is SC2529. For support, call our helpline at 1800407267864. We hope you loved shopping with us. Share your feedback here rml.fm/i08jKa - Samsung",2529,nan
"Dear SBI Customer, transaction dated 17-Oct-21 11:27:21 through card ending 4388 has been declined due to Do PIN change.",1721,nan
"LAST WEEK of SALE at CENTRAL, GET 100% CASHBACK  TnC bit.ly/3B0kWy1

EXTRA Rs500 OFF 432356410812 on Rs4999 Shopping, ONLY for YOU + Bank Offer & GIFTS @ Stores",4999,nan
Arriving Today: Srinu order partner 914071153148 PIN 5985. Track opt contactless /zwyJan .Please share delivery code 2744 delivery partner confirmation status. - Shadowfax,5985,2744
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDS6G2N73004 Valid till Apr 30 Rush Now.T&C",6273004,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRND915MXL3103 Valid till Mar 31 Rush Now.T&C",9153103,nan
INR 130 debited A/c 2533 ATM POS/5P631283/22:57:46/20972294 Bal 129685.1707-04-2022 22:57:46. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
Arriving Today: Srinu order partner 914067820390 PIN 6292. Track opt contactless //track/D813EABEA027896BCA6A8258E27B5D15/Fwd/ .Please share delivery code 154497 delivery partner confirmation status. - Shadowfax,6292,154497
Dear 63065557XX Superstar Evening Finale Junglee Rummy Prize Pool: 587672 Entry Fees - Win,63065557,nan
5000 rupalu gurnchi nanu andukara nanu tocher chestanavu monday isthanu anthavarku naku phone cheyaku,5000,nan
Shadowfax rider 911726132056 PIN 7429 will deliver your Raghav order AWB SF242927636FPL today. Attempt code 8813 Visit https://tracker.shadowfax.in,7429,8813
Shadowfax rider 914461710281 PIN 5728 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 7229 Visit https://tracker.shadowfax.in,5728,7229
Shadowfax rider 914461710281 PIN 2240 will deliver your Anarkali order AWB SF231549291443FPL today. Attempt code 5836 Visit https://tracker.shadowfax.in,2240,5836
Ecom Express Executive 08046809000 PIN: 36833 deliver Flipkart pre-paid shipment 2823479569 today. Share Code 528987 package received,36833,528987
"Dear Patron,Make wedding season special with timeless handcrafted silk sarees from #AvantraByTrends. Get Gold coin @Rs199 on Rs7999 shopping bit.ly/36AtsJg T&C",7999,nan
OTP for IDBI Bank Card PIN generation is 823324 and Req ID: 47381. OTP is Valid till 16/04/22 14:33:50. Don't disclose OTP to anyone. Call 1800226999 if not requested by you,47381,823324
- Never share OTP. OTP link Paytm Account Samsung: 663268. Report -,nan,663268
OTP for IDBI Bank Card PIN generation is 769490 and Req ID: 47640. OTP is Valid till 16/04/22 14:47:01. Don't disclose OTP to anyone. Call 1800226999 if not requested by you,47640,769490
Dear Customer OTP login SBI Internet bankingPersonal 841177. share anyone. -SBI,nan,841177
Dear Customer OTP login SBI Internet bankingPersonal 80449155. share anyone. -SBI,nan,80449155
Dear Customer OTP login SBI Internet bankingPersonal 366383. share anyone. -SBI,nan,366383
Dear Customer OTP login SBI Internet bankingPersonal 413728. share anyone. -SBI,nan,413728
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 285890 2.5 CR Entry Fees - Win -,63529880,nan
Slot Booking/Cancellation for Application: 662328,662328,nan
"Dear Sir/ Madam, Your one time password for mapping your Bajaj Motorcycle Chassis No. MD2B77AX6MRE08168 with your mobile number is - 9714 , Bajaj Auto",nan,9714
Security code Slot Booking/Cancellation Application: 741522,nan,741522
Security code Slot Booking/Cancellation Application: 168384,nan,168384
One Time verification code 503103.l7qsKFmcHNg - Future Group,5031037,503103
OTP adding BANK BARODA account number 981 beneficiary fund transfer 322390. Please share OTP confidential. :PPBL,nan,322390
"Dear Customer,Celebrate Women's Day with SMART Superstore,Get Rs 110 OFF Women Horlicks 750g,B1G1 Spinz Deo 200ml,B2G1 Garnier Serum MSK 30g, bit.ly/2HYFQCZ TC",75011,nan
OTP adding BANK BARODA account number 981 beneficiary fund transfer 428133. Please share OTP confidential. :PPBL,nan,428133
OTP adding BANK BARODA account number 981 beneficiary fund transfer 338935. Please share OTP confidential. :PPBL,nan,338935
OTP adding BANK BARODA account number 981 beneficiary fund transfer 604558. Please share OTP confidential. :PPBL,nan,604558
One Time verification code 1813.l7qsKFmcHNg - Future Group,18137,1813
OTP adding BANK BARODA account number 981 beneficiary fund transfer 134581. Please share OTP confidential. :PPBL,nan,134581
One Time verification code 829132.l7qsKFmcHNg - Future Group,8291327,829132
YCMOU: Dear Applicant User Name is: D20EJ0514480 OTP mobile verification is: 206680. Kindly complete application.,nan,206680
YCMOU: Dear Applicant User Name is: D20EJ0514480 OTP mobile verification is: 359730. Kindly complete application.,nan,359730
- Never share OTP. OTP link Paytm Account Flipkart: 985646. Report -,nan,985646
- Never share OTP. OTP link Paytm Account Airtel: 863613. Report -,nan,863613
4500 winners Rs 12L cashback month turn winner Use Finserv MARKETS UPI win cashback rewards weekly,4500,nan
- Never share OTP. OTP link Paytm Account Airtel: 567392. Report -,nan,567392
- Never share OTP. OTP link Paytm Account Zomato: 825760. Report -,nan,825760
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4737 is Nine Seven Eight Seven. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO @ www.yonosbi.com.-SBI,4737,nan
"INR 1,500.00 Debited to Ac XXXXXXXXXXX9190 on 19-MAR-2022 10:48:55-ATD:0876849376:T1NH000084010:KARNAILGANJ BAZAR      GONDA        UPIN 10:48:55  Tot Avbl Bal-INR 442.00 on 19-MAR-2022 10:48:55.In case you have not done this transaction, SMS BLKDC <Space><Cust ID> <Space><Last 4 digit of Debit Card number> to 9840909000 from your registered mobile number to block your card. Warm Regards, YES Bank",150000,nan
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/LFooOO CCARDD",5000,nan
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/U2JyV7 CCARDD",5000,nan
"MPIN changed successfully @CANDI on 13-Apr-2022 at 22:02:52. If not you, send SUSPECT to 56161. Helpline 18004250018.-Canara Bank.",132022,nan
